ts_code,ann_date,holder_name,holder_type,in_de,change_vol,change_ratio,after_share,after_ratio,avg_price,total_share
000007.SZ,20251230,建德隽林企业管理合伙企业(有限合伙),C,DE,100,0,17322395,5,,17322395
