ts_code,ann_date,name,gender,edu,national,birthday,position,biz_key
000007.SZ,20180929,韩学渊,M,硕士,中国,197403,董事会成员:董事(20180228~20180928),韩学渊|M|197403|中国
000007.SZ,20180929,黄立海,M,硕士,中国,197212,董事会成员:董事(20180228~20180928),黄立海|M|197212|中国
000007.SZ,20181019,刘原,M,本科,中国,196911,董事会成员:董事(20181018~20190612),刘原|M|196911|中国
000007.SZ,20181019,周原,M,本科,中国,198504,董事会成员:董事(20181018~20190612),周原|M|198504|中国
000007.SZ,20181019,贾鹏,M,硕士,中国,197703,董事会成员:董事(20181018~20190612),贾鹏|M|197703|中国
000007.SZ,20181019,陈佳,M,本科,中国,198303,董事会成员:董事(20181018~20190612),陈佳|M|198303|中国
000007.SZ,20181031,刘原,M,本科,中国,196911,委员会成员:战略委员会委员(20181030~20190612),刘原|M|196911|中国
000007.SZ,20181031,吴日松,M,,中国,1970,委员会成员:战略委员会委员(20160616~20181030);委员会成员:战略委员会主任(20160616~20181030),吴日松|M|1970|中国
000007.SZ,20181031,周原,M,本科,中国,198504,委员会成员:薪酬与考核委员会委员(20181030~20190612);董事会成员:副董事长(20181030~20190612),周原|M|198504|中国
000007.SZ,20181031,胡开梁,M,本科,中国,1978,委员会成员:薪酬与考核委员会委员(20160118~20181030);委员会成员:薪酬与考核委员会主任(20160118~20181030);委员会成员:提名委员会委员(20181030~20190612);委员会成员:提名委员会主任(20181030~20190612),胡开梁|M|1978|中国
000007.SZ,20181031,袁坚,M,硕士,中国,198311,委员会成员:提名委员会委员(20181030~20190612);委员会成员:战略委员会委员(20181030~20190612);委员会成员:战略委员会主任(20181030~20190612),袁坚|M|198311|中国
000007.SZ,20181031,贾鹏,M,硕士,中国,197703,委员会成员:战略委员会委员(20181030~20190612);委员会成员:审计委员会委员(20181030~20190612),贾鹏|M|197703|中国
000007.SZ,20181031,陈佳,M,本科,中国,198303,委员会成员:薪酬与考核委员会委员(20181030~20190612),陈佳|M|198303|中国
000007.SZ,20191106,李代宏,M,硕士,中国,19860601,监事:职工监事(20170911~20191105),李代宏|M|19860601|中国
000007.SZ,20191106,黄立海,M,硕士,中国,197212,委员会成员:薪酬与考核委员会委员(20190613~20191105);董事会成员:董事长(20190613~20191105);董事会成员:董事(20190613~20191105);委员会成员:审计委员会委员(20190613~20191105),黄立海|M|197212|中国
000007.SZ,20191127,徐栋,M,硕士,中国,198311,委员会成员:薪酬与考核委员会委员(20181030~20191126);委员会成员:薪酬与考核委员会主任(20181030~20191126);董事会成员:独立董事(20160824~20191126);委员会成员:提名委员会委员(20190613~20191126);委员会成员:提名委员会主任(20190613~20191126);委员会成员:战略委员会委员(20190613~20191126);委员会成员:审计委员会委员(20190613~20191126),徐栋|M|198311|中国
000007.SZ,20191127,范起超,M,本科,中国,197606,委员会成员:薪酬与考核委员会委员(20190613~20191126);董事会成员:独立董事(20190613~20191126);委员会成员:提名委员会委员(20190613~20191126);委员会成员:审计委员会委员(20190613~20191126);委员会成员:审计委员会主任(20190613~20191126),范起超|M|197606|中国
000007.SZ,20191127,韩学渊,M,硕士,中国,197403,董事会成员:董事(20190613~20191126);委员会成员:战略委员会委员(20190613~20191126);委员会成员:战略委员会主任(20190613~20191126),韩学渊|M|197403|中国
000007.SZ,20191128,周原,M,本科,中国,198504,高管:总经理(20190613~20191127),周原|M|198504|中国
000007.SZ,20191128,杨莎娜,F,本科,中国,198406,高管:财务总监(20180705~20191127),杨莎娜|F|198406|中国
000007.SZ,20191130,周原,M,本科,中国,198504,高管:法定代表人(20190613~20191129),周原|M|198504|中国
000007.SZ,20200424,吴日松,M,,中国,1970,董事会成员:董事(20160108~20200423);委员会成员:提名委员会委员(20160118~20200423);委员会成员:战略委员会委员(20190613~20200423),吴日松|M|1970|中国
000007.SZ,20210925,陈建梅,F,本科,中国,19680903,高管:财务总监(20191129~20210924),陈建梅|F|19680903|中国
000007.SZ,20211210,马斌,M,本科,中国,19931028,监事:监事(20170927~20211209),马斌|M|19931028|中国
000007.SZ,20220114,周原,M,本科,中国,198504,高管:副总经理(20191129~20220112),周原|M|198504|中国
000007.SZ,20220114,顾毅,M,专科,中国,19730323,高管:副总经理(20191129~20220112),顾毅|M|19730323|中国
000007.SZ,20220215,吴琼洁,F,本科,中国,198608,委员会成员:薪酬与考核委员会委员(20220214~20221030);董事会成员:独立董事(20220214~20221030);委员会成员:提名委员会委员(20220214~20221030);委员会成员:提名委员会主任(20220214~20221030);委员会成员:战略委员会委员(20220214~20221030);委员会成员:审计委员会委员(20220214~20221030);委员会成员:审计委员会主任(20220214~20221030),吴琼洁|F|198608|中国
000007.SZ,20220215,田进,M,专科,中国,19580723,委员会成员:薪酬与考核委员会委员(20191129~20220214);委员会成员:薪酬与考核委员会主任(20191129~20220214);董事会成员:独立董事(20191126~20220214);委员会成员:提名委员会委员(20191129~20220214);委员会成员:战略委员会委员(20191129~20220214);委员会成员:审计委员会委员(20191129~20220214),田进|M|19580723|中国
000007.SZ,20220215,许雄,M,硕士,中国,1968,董事会成员:董事(20200423~20220214),许雄|M|1968|中国
000007.SZ,20220215,陈毅龙,M,硕士,中国,19740627,委员会成员:薪酬与考核委员会委员(20191129~20220214);董事会成员:独立董事(20191126~20220214);委员会成员:提名委员会委员(20191129~20220214);委员会成员:提名委员会主任(20191129~20220214);委员会成员:审计委员会委员(20191129~20220214);委员会成员:审计委员会主任(20191129~20220214),陈毅龙|M|19740627|中国
000007.SZ,20221101,王其帅,M,硕士,中国,19860911,高管:副总经理(20220321~至今),王其帅|M|19860911|中国
000007.SZ,20221101,陈伟彬,M,本科,中国,198604,高管:董事会秘书(20151224~至今),陈伟彬|M|198604|中国
000007.SZ,20221101,黄国铭,M,本科,中国香港,1990,董事会成员:董事(20191126~至今);委员会成员:战略委员会委员(20191129~至今);委员会成员:审计委员会委员(20191129~至今),黄国铭|M|1990|中国香港
000007.SZ,20230523,刘烁,F,本科,中国,19931118,其他:(不明~至今),刘烁|F|19931118|中国
000007.SZ,20230523,王东石,M,硕士,中国,19711031,其他:(不明~至今),王东石|M|19711031|中国
000007.SZ,20230523,许鲁光,M,硕士,中国,19641217,其他:(不明~至今),许鲁光|M|19641217|中国
000007.SZ,20231202,施森捷,M,本科,中国,19871225,董事会成员:董事(20220214~20231201);委员会成员:提名委员会委员(20220214~20231201);委员会成员:战略委员会委员(20220214~20231201),施森捷|M|19871225|中国
000007.SZ,20251216,丁建宇,M,硕士,中国,198001,高管:财务负责人(20251215~至今),丁建宇|M|198001|中国
000007.SZ,20251216,何永户,M,硕士,中国,19720904,董事会成员:董事长(20251215~至今);董事会成员:董事(20251215~至今);高管:法定代表人(20251215~至今);委员会成员:提名委员会委员(20251215~至今);委员会成员:战略委员会委员(20251215~至今);委员会成员:战略委员会主任(20251215~至今);高管:总经理(20251215~至今),何永户|M|19720904|中国
000007.SZ,20251216,王波,M,硕士,中国,19740115,委员会成员:薪酬与考核委员会委员(20251215~至今);董事会成员:董事(20251215~至今);委员会成员:战略委员会委员(20251215~至今);高管:副总经理(20251215~至今),王波|M|19740115|中国
000007.SZ,20251216,薛林楠,M,硕士,中国,19730321,委员会成员:薪酬与考核委员会委员(20251215~至今);董事会成员:独立董事(20251215~至今);委员会成员:提名委员会委员(20251215~至今);委员会成员:提名委员会主任(20251215~至今);委员会成员:战略委员会委员(20251215~至今);委员会成员:审计委员会委员(20251215~至今);委员会成员:审计委员会主任(20251215~至今),薛林楠|M|19730321|中国
000007.SZ,20251216,陈伟彬,M,本科,中国,198604,高管:董事会秘书(20151224~至今),陈伟彬|M|198604|中国
000007.SZ,20251216,韩冰,M,硕士,中国,19700114,委员会成员:薪酬与考核委员会委员(20251215~至今);委员会成员:薪酬与考核委员会主任(20251215~至今);董事会成员:独立董事(20251215~至今);委员会成员:提名委员会委员(20251215~至今);委员会成员:审计委员会委员(20251215~至今),韩冰|M|19700114|中国
000007.SZ,20251216,黄国铭,M,本科,中国香港,1990,董事会成员:董事(20191126~至今);委员会成员:审计委员会委员(20191129~至今),黄国铭|M|1990|中国香港
000007.SZ,20251217,黄国铭,M,本科,中国香港,1990,董事会成员:副董事长(20251216~至今),黄国铭|M|1990|中国香港
